train_id,y_true_log,y_pred_log,y_true_price,y_pred_price
618872,2.3978952727983707,2.7611275,10.0,14.817667
213471,4.127134385045092,4.2531238,61.0,69.324745
339251,2.1972245773362196,2.0751169,8.0,6.9654775
556991,2.1972245773362196,2.9019535,8.0,17.209682
256083,3.367295829986474,2.8888018,28.0,16.971764
13850,4.007333185232471,3.0632772,54.0,20.397568
1267837,2.5649493574615367,3.5181346,12.0,32.721466
1478203,1.3862943611198906,2.186086,3.0,7.9003086
824661,4.465908118654584,3.1090143,86.0,21.398954
1015391,4.465908118654584,3.187306,86.0,23.223082
96931,3.044522437723423,3.2269332,20.0,24.20225
130414,2.3978952727983707,3.0758898,10.0,20.669155
39892,4.23410650459726,3.6350713,68.0,36.904556
1184433,4.189654742026425,4.074903,65.0,57.844772
719537,3.8501476017100584,3.5279324,46.0,33.053486
1392054,3.871201010907891,3.205636,47.0,23.671186
1305496,2.5649493574615367,2.7808638,12.0,15.13295
33377,2.4849066497880004,2.5434704,11.0,11.723751
471528,3.044522437723423,3.0560195,20.0,20.242832
1390546,3.1354942159291497,2.882702,22.0,16.862474
561624,4.127134385045092,2.91788,61.0,17.502022
1435811,2.5649493574615367,2.6472464,12.0,13.115117
967473,2.3978952727983707,2.6285677,10.0,12.853912
85931,2.3978952727983707,2.985024,10.0,18.786976
330625,2.772588722239781,2.9260397,15.0,17.65361
597746,3.828641396489095,3.2200246,45.0,24.028736
381209,3.4339872044851463,2.927961,30.0,17.689486
786738,3.295836866004329,2.7592554,26.0,14.788083
1269057,4.02535169073515,3.7017207,55.0,39.516964
568649,2.302585092994046,2.697433,9.0,13.841584
237657,4.51085950651685,3.6568356,90.0,37.738564
1146932,2.70805020110221,2.9417844,14.0,17.949629
387616,2.4849066497880004,2.6395252,11.0,13.006552
132226,1.9459101490553132,2.904276,6.0,17.252022
999302,2.1972245773362196,2.449922,8.0,10.587444
81978,2.833213344056216,2.7962215,16.0,15.3826275
1337214,2.833213344056216,2.7544267,16.0,14.712031
1044563,2.3978952727983707,2.531094,10.0,11.567248
418818,2.6390573296152584,2.722281,13.0,14.214988
60207,3.1354942159291497,2.886148,22.0,16.924131
420585,3.044522437723423,2.8507757,20.0,16.301197
9919,2.833213344056216,3.0943031,16.0,21.071852
1365980,4.442651256490317,3.774735,84.0,42.585957
1269923,2.833213344056216,2.563669,16.0,11.983366
1154977,3.332204510175204,3.4931583,27.0,31.88966
1329002,4.07753744390572,3.3547425,58.0,27.63823
1110242,2.1972245773362196,2.6477108,8.0,13.121675
57082,3.1780538303479458,3.2985744,23.0,26.074017
1150927,4.61512051684126,3.5387132,100.0,33.422596
753809,1.9459101490553132,2.6687567,6.0,13.422028
251018,3.258096538021482,3.5075786,25.0,32.367374
306925,2.9444389791664403,3.057321,18.0,20.270498
1318890,2.3978952727983707,2.4184215,10.0,10.228122
805570,1.3862943611198906,1.9915534,3.0,6.3269067
28928,4.04305126783455,4.338723,56.0,75.60966
480685,2.8903717578961645,2.882702,17.0,16.862474
390981,3.6109179126442243,3.421341,36.0,29.610434
973800,3.6635616461296463,3.0549228,38.0,20.219547
467920,3.8501476017100584,3.4699447,46.0,31.134966
788338,2.9444389791664403,3.0179484,18.0,19.449295
537031,2.1972245773362196,2.7175798,8.0,14.143628
1424929,4.110873864173311,3.1166205,60.0,21.569977
1180351,2.9444389791664403,3.3605134,18.0,27.803976
358045,2.6390573296152584,2.919764,13.0,17.536913
581048,2.833213344056216,2.683237,16.0,13.632382
107798,2.833213344056216,3.0769966,16.0,20.69315
702700,1.791759469228055,2.174626,5.0,7.798895
424909,3.5263605246161616,2.9336457,33.0,17.79603
1380786,4.990432586778736,3.4489071,146.0,30.465986
1164490,1.9459101490553132,2.442354,6.0,10.50008
1290472,3.58351893845611,3.3584032,35.0,27.743258
1172939,2.0794415416798357,2.336685,7.0,9.346879
367746,2.302585092994046,2.2269833,9.0,8.271853
1161933,4.007333185232471,3.2936866,54.0,25.942005
1040174,2.772588722239781,2.7721334,15.0,14.992716
524012,3.332204510175204,2.9376855,27.0,17.872116
1474453,3.4965075614664802,3.3832068,32.0,28.465109
409278,2.6390573296152584,3.1474583,13.0,22.276827
1338509,2.3978952727983707,2.816799,10.0,15.723232
63872,2.0794415416798357,2.8143394,7.0,15.682152
330427,3.6109179126442243,2.9720662,36.0,18.532234
1112525,2.1972245773362196,2.675545,8.0,13.520261
56536,2.1972245773362196,2.635218,8.0,12.946351
175066,3.8066624897703196,3.3151145,44.0,26.525545
865276,2.3978952727983707,2.4019127,10.0,10.04428
453817,3.912023005428146,2.9471414,49.0,18.051416
999370,1.9459101490553132,2.3629742,6.0,9.622498
1220443,2.0794415416798357,2.9267886,7.0,17.667585
346691,2.995732273553991,3.2900405,19.0,25.84395
55726,2.8903717578961645,2.6803,17.0,13.58947
1400135,3.044522437723423,2.9026926,20.0,17.223146
718601,2.5649493574615367,2.6926727,12.0,13.771102
1032956,2.70805020110221,3.1297145,14.0,21.867449
1361158,2.1972245773362196,2.740902,8.0,14.500959
826677,3.295836866004329,3.134795,26.0,21.983923
455170,1.3862943611198906,1.2633584,3.0,2.537281
1001302,3.4965075614664802,3.7720282,32.0,42.46814
1273986,2.4849066497880004,2.9634867,11.0,18.365376
597757,1.3862943611198906,2.0290182,3.0,6.606614
1152447,2.5649493574615367,2.6244907,12.0,12.797545
365296,3.828641396489095,3.2471447,45.0,24.716806
367540,2.772588722239781,3.0074787,15.0,19.236315
277076,3.295836866004329,3.064182,26.0,20.416937
234819,2.8903717578961645,3.0142708,17.0,19.374228
748173,3.5553480614894135,2.8238127,34.0,15.840939
703312,2.995732273553991,2.9694114,19.0,18.48045
725611,2.70805020110221,2.8646607,14.0,16.5431
587988,2.70805020110221,3.2961037,14.0,26.007206
1126691,1.791759469228055,3.258497,5.0,25.010414
1286885,2.0794415416798357,2.3724437,7.0,9.723565
702868,2.0794415416798357,2.6544375,7.0,13.216988
223794,1.9459101490553132,2.9282556,6.0,17.69499
677299,2.772588722239781,3.280325,15.0,25.58441
277849,2.6390573296152584,2.6445105,13.0,13.076553
171711,1.3862943611198906,2.1110194,3.0,7.256654
557378,4.204692619390966,3.3977175,66.0,28.895784
442525,2.3978952727983707,2.4347658,10.0,10.413146
642428,2.3978952727983707,3.0370135,10.0,19.842903
519742,2.3978952727983707,2.7357342,10.0,14.4210615
586419,2.1972245773362196,3.2436595,8.0,24.627333
1110868,1.791759469228055,2.794894,5.0,15.360894
100467,1.791759469228055,2.0994878,5.0,7.1619883
1211254,2.4849066497880004,3.165325,11.0,22.696442
387452,4.762173934797756,3.9168484,116.0,49.241856
141221,6.86171134048073,4.142966,954.0,61.989357
785073,4.02535169073515,3.0131125,55.0,19.350643
1368325,3.1354942159291497,2.8474839,22.0,16.244339
182790,3.4011973816621555,3.528036,29.0,33.05702
1431038,2.8903717578961645,3.8513596,17.0,46.057
1284298,2.833213344056216,2.7985764,16.0,15.421252
753431,3.9318256327243257,3.425723,50.0,29.744867
759500,3.044522437723423,2.8191106,20.0,15.761936
1003338,2.6390573296152584,2.8079793,13.0,15.576389
1065699,3.871201010907891,3.180937,47.0,23.069298
482131,2.1972245773362196,2.7299874,8.0,14.332693
770063,3.4339872044851463,2.9121132,30.0,17.395632
500731,2.70805020110221,2.8681402,14.0,16.604248
343001,5.2832037287379885,4.2820916,196.0,71.3917
935798,4.204692619390966,3.3145218,66.0,26.509235
1024313,2.1972245773362196,2.8930745,8.0,17.048716
150392,1.9459101490553132,3.2574387,6.0,24.9829
1436386,1.9459101490553132,2.1807404,6.0,7.852858
1157256,2.302585092994046,2.4706247,9.0,10.829835
1189309,2.0794415416798357,2.819484,7.0,15.768196
239935,3.091042453358316,3.3974907,21.0,28.889006
130262,3.6109179126442243,2.9648395,36.0,18.39159
858099,2.5649493574615367,3.2557375,12.0,24.938738
75160,2.302585092994046,2.77487,9.0,15.036541
447217,2.3978952727983707,2.9271154,10.0,17.673687
625794,2.8903717578961645,3.3811662,17.0,28.405045
314584,2.0794415416798357,2.5434217,7.0,11.723132
42496,4.204692619390966,3.302234,66.0,26.173275
1067853,2.6390573296152584,2.703349,13.0,13.929649
554825,3.713572066704308,3.490897,40.0,31.815369
810929,3.58351893845611,2.3250015,35.0,9.226695
683496,2.5649493574615367,2.8124042,12.0,15.6498995
390119,2.5649493574615367,2.6040993,12.0,12.519043
1189734,2.302585092994046,2.9808495,9.0,18.704548
115139,2.3978952727983707,2.2922356,10.0,8.897038
550335,4.04305126783455,3.476425,56.0,31.343884
6881,4.248495242049359,3.1014752,69.0,21.230722
1271298,2.9444389791664403,3.181847,18.0,23.091211
362774,3.367295829986474,3.6415057,28.0,37.149235
862476,2.302585092994046,2.7704756,9.0,14.966227
1302488,3.8501476017100584,3.233658,46.0,24.372301
544598,1.9459101490553132,1.9427899,6.0,5.9781923
1239694,3.044522437723423,3.073552,20.0,20.618553
978045,2.833213344056216,2.974133,16.0,18.572647
339281,2.3978952727983707,2.6748772,10.0,13.510568
82894,3.258096538021482,2.6861126,25.0,13.67452
589446,3.367295829986474,2.8825572,28.0,16.859886
376026,3.091042453358316,3.111232,21.0,21.448685
1241037,3.044522437723423,3.1811063,20.0,23.073372
879757,4.430816798843313,3.700223,83.0,39.456326
575927,2.302585092994046,2.761761,9.0,14.82769
768315,3.4339872044851463,3.5051036,30.0,32.284893
474538,2.70805020110221,2.9067552,14.0,17.29733
1069869,2.6390573296152584,2.6061847,13.0,12.547266
1277903,3.1354942159291497,3.0921526,22.0,21.024437
348476,2.833213344056216,2.7859702,16.0,15.215543
832189,3.4011973816621555,3.3831444,29.0,28.46327
423242,2.5649493574615367,2.6015077,12.0,12.484052
472721,2.3978952727983707,2.8143075,10.0,15.681619
341610,2.833213344056216,3.058949,16.0,20.305153
575973,3.295836866004329,3.179343,26.0,23.03096
372091,2.6390573296152584,3.0826757,13.0,20.8167
194706,4.465908118654584,3.7672875,86.0,42.262554
1385051,3.7612001156935624,3.1440315,42.0,22.197199
689261,4.02535169073515,3.4541397,55.0,30.631065
1364153,2.3978952727983707,3.1562665,10.0,22.482758
628331,2.5649493574615367,3.2452638,12.0,24.668482
733316,2.6390573296152584,2.7617733,13.0,14.827887
225060,3.8066624897703196,2.9391792,44.0,17.900326
1302489,3.4657359027997265,3.243631,31.0,24.6266
171662,2.833213344056216,3.211692,16.0,23.82105
29456,2.3978952727983707,3.1886678,10.0,23.256092
1453314,2.4849066497880004,3.2063668,11.0,23.689222
1087375,1.9459101490553132,2.9804215,6.0,18.696117
391959,3.4965075614664802,3.581128,32.0,34.914024
1179458,2.772588722239781,2.7726574,15.0,15.001099
791351,2.1972245773362196,2.7608237,8.0,14.812863
951459,2.833213344056216,2.8442557,16.0,16.18876
186363,3.4339872044851463,3.579849,30.0,34.868126
1312803,3.970291913552122,4.0046196,52.0,53.850956
745555,1.791759469228055,2.5131528,5.0,11.343787
1473559,2.1972245773362196,2.6864736,8.0,13.679818
519728,2.9444389791664403,2.9555047,18.0,18.211416
1464266,3.2188758248682006,2.594496,24.0,12.389837
525747,3.1780538303479458,2.874432,23.0,16.71536
642218,2.70805020110221,2.9516065,14.0,18.136673
923896,3.044522437723423,2.8251395,20.0,15.863297
1295823,1.791759469228055,2.687603,5.0,13.696406
1394721,2.302585092994046,3.2095864,9.0,23.768839
1411250,2.70805020110221,2.401958,14.0,10.044781
171714,1.9459101490553132,2.6293895,6.0,12.865303
114500,2.0794415416798357,2.5356302,7.0,11.624385
741801,4.04305126783455,3.624078,56.0,36.490143
890600,2.9444389791664403,3.0932257,18.0,21.048084
264731,2.833213344056216,3.401354,16.0,29.004702
1051361,2.833213344056216,2.4714267,16.0,10.839326
439449,2.833213344056216,2.9741607,16.0,18.573189
1406285,4.02535169073515,3.0204966,55.0,19.50147
804589,2.1972245773362196,2.6148703,8.0,12.665444
495028,3.5553480614894135,3.3257525,34.0,26.819925
1408036,2.833213344056216,2.3700023,16.0,9.697416
324123,2.4849066497880004,2.8082194,11.0,15.58037
717918,4.844187086458591,2.843636,126.0,16.178112
594351,3.58351893845611,3.6890578,35.0,39.007137
836518,3.7376696182833684,3.8678932,41.0,46.841488
99660,3.332204510175204,3.5108821,27.0,32.477787
673620,3.1354942159291497,3.0276408,22.0,19.648462
436808,2.70805020110221,2.8239186,14.0,15.842721
371449,3.6635616461296463,2.7611673,38.0,14.818296
814269,2.70805020110221,3.046982,14.0,20.051716
252682,3.044522437723423,3.2806735,20.0,25.593678
887128,2.833213344056216,3.138878,16.0,22.077961
906305,3.4339872044851463,2.842322,30.0,16.155556
671893,3.4339872044851463,2.6920474,30.0,13.761868
505973,2.1972245773362196,2.703211,8.0,13.927588
509374,1.6094379124341003,2.3208153,4.0,9.183974
25842,4.672828834461906,3.1886206,106.0,23.254946
317214,2.3978952727983707,2.4583993,10.0,10.68609
1418056,2.3978952727983707,2.0564675,10.0,6.818303
852364,5.0106352940962555,3.4402027,149.0,30.193281
125216,2.5649493574615367,2.9346628,12.0,17.815159
416084,3.6109179126442243,2.8330317,36.0,15.996912
358882,1.791759469228055,1.9694763,5.0,6.1669226
1001680,3.6109179126442243,3.6088295,36.0,35.92281
1324511,3.044522437723423,3.2077165,20.0,23.722567
479969,3.4657359027997265,2.9382646,31.0,17.883049
221161,2.4849066497880004,2.7434003,11.0,14.539736
353801,2.3978952727983707,2.5891974,10.0,12.3190775
1268371,2.1972245773362196,2.6716077,8.0,13.463203
7073,3.258096538021482,3.1187751,25.0,21.618658
863296,3.044522437723423,2.298382,20.0,8.958057
1193881,2.0794415416798357,2.778491,7.0,15.094716
28527,1.6094379124341003,2.8825822,4.0,16.860332
375585,2.0794415416798357,2.5748386,7.0,12.129198
482280,2.833213344056216,3.039745,16.0,19.899916
688078,2.70805020110221,3.2212,14.0,24.058172
968754,2.5649493574615367,2.7797503,12.0,15.114997
107198,4.736198448394496,3.0940764,113.0,21.066849
197947,4.406719247264253,3.4651885,81.0,30.982489
409215,3.4657359027997265,3.2003634,31.0,23.541447
869487,1.6094379124341003,1.9053586,4.0,5.7218175
543821,2.772588722239781,2.2656906,15.0,8.637778
920550,2.3978952727983707,2.7936275,10.0,15.340186
1087306,3.044522437723423,2.655683,20.0,13.234706
1236562,2.5649493574615367,2.6549726,12.0,13.224596
834535,2.772588722239781,2.5777717,15.0,12.167764
65340,3.4011973816621555,3.2740402,29.0,25.417858
778739,1.9459101490553132,2.304707,6.0,9.021242
743475,3.9512437185814275,3.3033075,51.0,26.202463
271238,2.1972245773362196,2.6963909,8.0,13.826125
907006,2.0794415416798357,2.7711287,7.0,14.976656
425758,2.1972245773362196,2.2998736,8.0,8.972921
165661,2.4849066497880004,3.2405975,11.0,24.548983
1123539,2.70805020110221,2.604601,14.0,12.525826
723098,2.70805020110221,3.2716513,14.0,25.354822
1402479,3.295836866004329,3.0483627,26.0,20.080801
780561,4.189654742026425,3.6740565,65.0,38.411457
714862,2.6390573296152584,2.613312,13.0,12.644166
1264386,2.772588722239781,3.3242652,15.0,26.77858
1071784,2.5649493574615367,2.7549531,12.0,14.7203045
164662,4.04305126783455,3.0884612,56.0,20.943285
1482050,2.0794415416798357,2.9372556,7.0,17.864006
963652,2.5649493574615367,2.6823316,12.0,13.619139
1087582,3.2188758248682006,2.8170679,24.0,15.727731
817277,1.791759469228055,2.7227037,5.0,14.22142
294213,3.6109179126442243,3.3177338,36.0,26.597736
807624,2.4849066497880004,3.667805,11.0,38.16584
1427391,3.828641396489095,3.3497186,45.0,27.494713
1413278,2.9444389791664403,3.0159013,18.0,19.407476
29988,1.6094379124341003,3.374383,4.0,28.206257
275948,3.4657359027997265,2.5453224,31.0,11.747337
224804,2.3978952727983707,2.6868849,10.0,13.685857
1366138,2.5649493574615367,2.9096472,12.0,17.350325
323773,2.4849066497880004,2.8014448,11.0,15.468423
1409055,3.332204510175204,3.1382327,27.0,22.063072
1319517,3.58351893845611,2.939335,35.0,17.903273
210467,2.0794415416798357,3.1451209,7.0,22.222483
620931,2.1972245773362196,2.203824,8.0,8.059591
495409,2.8903717578961645,2.8451695,17.0,16.204475
268159,3.044522437723423,2.8369567,20.0,16.063757
1194295,3.6888794541139363,3.3846633,39.0,28.508057
1316599,2.3978952727983707,2.6229846,10.0,12.776781
519276,3.258096538021482,3.0597682,25.0,20.322615
471791,4.955827057601261,4.082153,141.0,58.272938
168120,3.1354942159291497,3.0325694,22.0,19.75048
1355426,4.007333185232471,3.2019622,54.0,23.580715
378089,2.302585092994046,2.8392887,9.0,16.103596
153689,4.762173934797756,3.2272565,116.0,24.210398
243062,2.3978952727983707,2.6326673,10.0,12.910825
718600,4.6913478822291435,3.718386,108.0,40.197845
843828,3.258096538021482,2.7401826,25.0,14.489814
937912,1.791759469228055,2.6808677,5.0,13.597754
1290567,4.127134385045092,3.8588915,61.0,46.412766
148262,3.044522437723423,3.5769653,20.0,34.764843
258968,1.6094379124341003,2.8454924,4.0,16.21003
1155810,2.3978952727983707,2.7799096,10.0,15.117564
722074,3.6109179126442243,3.4599657,36.0,30.815886
360743,3.258096538021482,3.5751169,25.0,34.69879
1198739,3.044522437723423,3.5529587,20.0,33.916473
520992,3.091042453358316,3.0733202,21.0,20.613544
716132,3.6888794541139363,3.7494795,39.0,41.49896
1429802,1.6094379124341003,2.4510083,4.0,10.600038
989283,2.302585092994046,2.810243,9.0,15.613954
459524,3.5553480614894135,2.952356,34.0,18.151022
41307,4.5217885770490405,3.0076241,91.0,19.239258
1042294,2.302585092994046,2.9824252,9.0,18.735622
636860,2.70805020110221,2.8555615,14.0,16.384195
1456815,4.02535169073515,2.8455875,55.0,16.211668
1351824,3.4011973816621555,2.7641351,29.0,14.865313
1290346,3.6888794541139363,2.9350932,39.0,17.823257
1440896,3.044522437723423,3.3295774,20.0,26.926538
812430,3.912023005428146,3.832521,49.0,45.178806
26241,2.70805020110221,3.2370129,14.0,24.457563
698757,3.5263605246161616,3.304804,33.0,26.243204
960203,2.833213344056216,3.1460738,16.0,22.244623
1161885,2.995732273553991,3.043774,19.0,19.984287
996204,1.791759469228055,2.4567254,5.0,10.666545
561166,2.1972245773362196,2.5348892,8.0,11.615033
1208124,2.1972245773362196,2.3186169,8.0,9.16161
146215,3.091042453358316,2.5898635,21.0,12.327952
191422,4.110873864173311,3.1052597,60.0,21.315012
355223,2.9444389791664403,2.7252538,18.0,14.260287
1411007,2.9444389791664403,2.9668956,18.0,18.431501
1086110,4.276666119016055,3.3772027,71.0,28.288729
949596,2.833213344056216,3.0793865,16.0,20.745058
1453296,2.9444389791664403,2.9938264,18.0,18.961918
484475,2.302585092994046,2.4920921,9.0,11.086536
854528,2.0794415416798357,2.2776635,7.0,8.753863
1128928,3.8501476017100584,2.9881713,46.0,18.849352
1348114,2.3978952727983707,3.07469,10.0,20.643173
1151066,2.1972245773362196,2.7892482,8.0,15.2687845
772880,4.04305126783455,2.9586556,56.0,18.272045
403581,1.3862943611198906,1.5821664,3.0,3.8654852
751229,3.2188758248682006,3.1456916,24.0,22.23574
132292,3.1354942159291497,3.2683501,22.0,25.267965
1265253,2.9444389791664403,3.4354136,18.0,30.04425
952389,2.3978952727983707,3.1035988,10.0,21.277983
622151,4.727387818712341,3.2336264,112.0,24.371496
930470,2.3978952727983707,2.9052913,10.0,17.270565
1017632,2.833213344056216,3.0585275,16.0,20.296175
1012941,2.833213344056216,3.4639487,16.0,30.942862
1104752,2.833213344056216,2.9138172,16.0,17.427004
1265245,2.5649493574615367,2.6805563,12.0,13.593209
1371461,2.6390573296152584,2.6741173,13.0,13.499546
1177152,3.8066624897703196,3.0232759,44.0,19.558529
614315,2.5649493574615367,2.5608737,12.0,11.9471245
578349,4.127134385045092,3.7076726,61.0,39.758835
1315938,2.833213344056216,3.0425649,16.0,19.958931
967474,2.6390573296152584,2.8865376,13.0,16.931116
540033,1.3862943611198906,2.6285589,3.0,12.85379
916174,2.772588722239781,2.9073842,15.0,17.308844
1431973,2.0794415416798357,2.54565,7.0,11.751514
1152135,2.70805020110221,2.950376,14.0,18.11314
1264295,2.0794415416798357,2.3910046,7.0,9.924462
692878,2.70805020110221,3.0171294,14.0,19.432554
879444,3.295836866004329,3.155428,26.0,22.463076
1226522,1.9459101490553132,2.8297668,6.0,15.941509
1210117,3.2188758248682006,3.099653,24.0,21.19025
284875,3.713572066704308,2.5991583,40.0,12.45241
995792,2.302585092994046,3.10899,9.0,21.398409
309014,1.791759469228055,2.8514712,5.0,16.313234
408511,3.912023005428146,3.1399322,49.0,22.102299
42450,4.189654742026425,2.6277971,65.0,12.843242
627524,2.833213344056216,2.8622124,16.0,16.500202
89146,3.5553480614894135,3.327306,34.0,26.863178
1123166,1.6094379124341003,1.9023606,4.0,5.7016954
755901,2.70805020110221,2.6763134,14.0,13.531423
741080,2.772588722239781,2.897624,15.0,17.131016
656855,3.7376696182833684,3.4397562,41.0,30.179354
1237358,3.4339872044851463,2.7747254,30.0,15.034224
1039494,2.0794415416798357,2.8593261,7.0,16.449764
991688,2.5649493574615367,2.960378,12.0,18.305267
552322,2.1972245773362196,2.1179376,8.0,7.313973
332534,2.0794415416798357,3.0323544,7.0,19.74602
1022491,3.4011973816621555,3.4002576,29.0,28.971819
1162269,2.1972245773362196,2.8343024,8.0,16.018524
599394,3.4339872044851463,3.1369355,30.0,22.033173
88192,3.5263605246161616,3.0972536,33.0,21.13707
1291332,2.3978952727983707,2.241806,10.0,8.410312
1077489,2.1972245773362196,3.095553,8.0,21.099455
1477975,4.672828834461906,3.3004966,106.0,26.126106
190143,1.9459101490553132,3.008002,6.0,19.246906
636763,2.0794415416798357,3.052667,7.0,20.171732
932515,4.060443010546419,3.3977122,57.0,28.895628
639357,2.8903717578961645,2.7995625,17.0,15.437453
843529,4.189654742026425,3.644723,65.0,37.272167
1051882,3.295836866004329,2.9009166,26.0,17.190811
993193,3.332204510175204,3.1422331,27.0,22.155518
1205602,3.044522437723423,2.8538358,20.0,16.354221
764486,2.1972245773362196,2.9668643,8.0,18.430895
765297,3.4339872044851463,3.6230416,30.0,36.45131
195353,2.5649493574615367,3.250994,12.0,24.815987
1281503,2.0794415416798357,2.6853907,7.0,13.66393
505964,3.367295829986474,3.4494653,28.0,30.483553
1023222,2.0794415416798357,2.1331735,7.0,7.4416137
82416,1.6094379124341003,2.7268863,4.0,14.285219
830993,3.4339872044851463,3.1367595,30.0,22.02912
896365,4.276666119016055,3.1839426,71.0,23.141747
306700,3.1354942159291497,2.8971424,22.0,17.122286
1116499,3.4657359027997265,2.7980037,31.0,15.411851
751152,4.127134385045092,3.385474,61.0,28.531986
946106,3.713572066704308,3.172898,40.0,22.87658
501465,2.6390573296152584,2.991505,13.0,18.91563
386851,1.791759469228055,2.9497426,5.0,18.101036
682778,2.70805020110221,2.876334,14.0,16.749084
571930,2.4849066497880004,2.7525954,11.0,14.683284
102584,3.58351893845611,2.5848515,35.0,12.26132
1120256,3.5553480614894135,3.108705,34.0,21.392029
37308,3.4657359027997265,3.3650248,31.0,27.934216
808300,3.295836866004329,3.7670147,26.0,42.25076
1309748,2.3978952727983707,2.3615267,10.0,9.607133
1284208,2.302585092994046,2.882702,9.0,16.862474
661316,3.6109179126442243,3.0617695,36.0,20.36533
1423967,1.791759469228055,2.5720627,5.0,12.092804
239887,3.5553480614894135,3.100456,34.0,21.208076
867284,3.6109179126442243,3.3487344,36.0,27.466682
134420,2.995732273553991,2.958233,19.0,18.263905
1195990,2.833213344056216,2.9241965,16.0,17.619259
141863,2.5649493574615367,2.9107587,12.0,17.370731
805042,3.2188758248682006,3.0518038,24.0,20.153467
601358,2.1972245773362196,2.9660945,8.0,18.415943
954903,3.5263605246161616,3.7127447,33.0,39.96609
1024757,2.302585092994046,2.9305072,9.0,17.737131
104848,3.8501476017100584,3.1322618,46.0,21.925774
34338,2.3978952727983707,2.6066818,10.0,12.554002
1143594,3.1354942159291497,3.145325,22.0,22.227222
1300592,3.091042453358316,3.4936585,21.0,31.906116
1460117,3.044522437723423,3.3410845,20.0,27.249746
1130470,2.8903717578961645,2.295585,17.0,8.930243
827793,2.3978952727983707,2.8678007,10.0,16.598272
1028296,2.5649493574615367,2.516255,12.0,11.382137
429652,2.5649493574615367,3.1527975,12.0,22.401438
914428,2.4849066497880004,2.569048,11.0,12.0533905
986491,2.4849066497880004,2.5063481,11.0,11.2600765
395117,2.3978952727983707,3.350056,10.0,27.504328
851320,1.9459101490553132,3.151864,6.0,22.379604
1320650,3.9512437185814275,3.7961009,51.0,43.52723
666052,2.3978952727983707,2.7708788,10.0,14.972665
1289699,2.5649493574615367,2.9345257,12.0,17.812578
1232094,3.4657359027997265,3.1893477,31.0,23.27259
776406,3.091042453358316,3.3485384,21.0,27.461105
1031709,3.295836866004329,2.8569195,26.0,16.40782
55297,3.6888794541139363,2.9588203,39.0,18.27522
1327391,2.9444389791664403,2.80754,18.0,15.569107
1338953,2.833213344056216,2.5153286,16.0,11.370674
688635,3.970291913552122,3.466567,52.0,31.026608
1000986,2.9444389791664403,3.15116,18.0,22.36315
1225227,2.3978952727983707,2.900886,10.0,17.190256
1353478,3.258096538021482,2.6958914,25.0,13.818722
608060,3.912023005428146,3.3643954,49.0,27.916008
1266123,2.1972245773362196,2.631018,8.0,12.887899
218414,2.302585092994046,2.4044168,9.0,10.071971
258426,3.4011973816621555,3.049118,29.0,20.09673
921285,2.772588722239781,3.3397377,15.0,27.211725
1383250,3.8066624897703196,3.3657098,44.0,27.95404
729161,2.70805020110221,2.707013,14.0,13.984448
568557,1.9459101490553132,1.9950937,6.0,6.352892
91816,3.8066624897703196,2.8459556,44.0,16.218004
640743,2.0794415416798357,2.7114298,7.0,14.05078
