train_id,true_price,pred_log,pred_dollars
1271298,18.0,2.652507,13.1895685
362774,28.0,3.1960301,23.435333
862476,9.0,2.7894986,15.272858
1302488,46.0,3.0375142,19.853342
544598,6.0,2.5261993,11.505885
1239694,20.0,2.9493027,18.092636
978045,16.0,2.8824315,16.857641
339281,10.0,2.7745805,15.031899
82894,25.0,2.770884,14.972748
589446,28.0,2.8131773,15.662778
376026,21.0,3.1417866,22.14518
1241037,20.0,3.0094547,19.27634
879757,83.0,3.1772883,22.981634
575927,9.0,2.750863,14.656138
768315,30.0,3.0782673,20.720736
474538,14.0,3.2094383,23.765173
1069869,13.0,2.6024442,12.496686
1277903,22.0,3.412506,29.341187
348476,16.0,2.8573594,16.41548
832189,29.0,2.8328953,15.994594
423242,12.0,2.8275971,15.904792
472721,10.0,2.893905,17.06371
341610,16.0,2.9496129,18.098558
575973,26.0,3.2283902,24.238995
372091,13.0,3.019132,19.47351
194706,86.0,3.0404294,19.91422
1385051,42.0,3.0258498,19.611513
689261,55.0,3.3303719,26.948732
1364153,10.0,3.1418104,22.145733
628331,12.0,3.4236097,29.679962
733316,13.0,3.196422,23.444912
225060,44.0,3.024094,19.575357
1302489,31.0,3.236465,24.443619
171662,16.0,2.9414217,17.942759
29456,10.0,3.1552048,22.45784
1453314,11.0,2.9632847,18.361465
1087375,6.0,2.7213173,14.200333
391959,32.0,2.8216014,15.803739
1179458,15.0,2.982585,18.738775
791351,8.0,2.8426208,16.160683
951459,16.0,2.9222374,17.582819
186363,30.0,3.2063675,23.68924
1312803,52.0,3.5252633,32.962715
745555,5.0,2.385586,9.865428
1473559,8.0,2.8871605,16.942291
519728,18.0,2.906199,17.287157
1464266,24.0,2.537716,11.650743
525747,23.0,2.6097014,12.594991
642218,14.0,3.0832314,20.828827
923896,20.0,2.8302379,15.949492
1295823,5.0,3.0753217,20.656847
1394721,9.0,3.506638,32.336006
1411250,14.0,2.8245177,15.852816
171714,6.0,2.89469,17.077898
114500,7.0,2.9072356,17.306124
741801,56.0,3.6141186,36.118614
890600,18.0,3.0477886,20.068703
264731,16.0,2.688714,13.712744
1051361,16.0,2.592471,12.362749
439449,16.0,3.400935,28.992128
1406285,55.0,2.6835513,13.636982
804589,8.0,2.67843,13.562214
495028,34.0,2.9910867,18.907305
1408036,16.0,2.4738116,10.867596
324123,11.0,2.9207034,17.554335
717918,126.0,2.8101754,15.612832
594351,35.0,3.1171129,21.58109
836518,41.0,3.4894278,31.767193
99660,27.0,3.371148,28.11193
673620,22.0,2.729094,14.319002
436808,14.0,2.7565753,14.745827
371449,38.0,3.205884,23.677305
814269,14.0,2.9631393,18.358648
252682,20.0,2.802261,15.481872
887128,16.0,2.886436,16.929295
906305,30.0,3.1204808,21.65727
671893,30.0,2.9602122,18.302069
505973,8.0,2.7971916,15.398529
509374,4.0,2.805943,15.542668
25842,106.0,3.1831837,23.123432
317214,10.0,2.3426895,9.409195
1418056,10.0,2.6051311,12.533
852364,149.0,3.5256572,32.976093
125216,12.0,3.128879,21.848354
416084,36.0,2.8468664,16.233692
358882,5.0,2.6629739,13.338868
1001680,36.0,3.4426363,30.269283
1324511,20.0,2.7779794,15.086483
479969,31.0,3.3302104,26.944221
221161,11.0,2.5922785,12.360178
353801,10.0,2.9106293,17.368353
1268371,8.0,2.5586557,11.91844
7073,25.0,2.9096203,17.349829
863296,20.0,2.3685784,9.682196
1193881,7.0,2.8906796,17.005543
28527,4.0,2.3004007,8.97818
375585,7.0,2.7891927,15.267881
482280,16.0,3.3603165,27.798304
688078,14.0,3.3919315,28.723309
968754,12.0,2.9060888,17.285143
107198,113.0,3.1650054,22.688873
197947,81.0,3.348761,27.467443
409215,31.0,2.759029,14.784508
869487,4.0,2.4401548,10.474817
543821,15.0,2.8364441,16.055012
920550,10.0,2.7427368,14.5294285
1087306,20.0,2.6420372,13.0417795
1236562,12.0,2.484611,10.996453
834535,15.0,2.4879708,11.036826
65340,29.0,2.9196777,17.535313
778739,6.0,2.585784,12.273691
743475,51.0,3.1351917,21.993042
271238,8.0,2.6878092,13.699437
907006,7.0,2.8810186,16.832428
425758,8.0,2.4119911,10.156153
165661,11.0,3.10318,21.268652
1123539,14.0,2.7372842,14.444983
723098,14.0,3.1034038,21.273638
1402479,26.0,3.2958727,26.000967
780561,65.0,3.5021172,32.18564
714862,13.0,3.1031332,21.26761
1264386,15.0,3.0650811,20.436201
1071784,12.0,2.6041098,12.519185
164662,56.0,3.1173434,21.586298
1482050,7.0,2.9266489,17.664976
963652,12.0,2.9404964,17.92524
1087582,24.0,3.2133548,23.862356
817277,5.0,2.5176914,11.399937
294213,36.0,3.234773,24.400602
807624,11.0,3.5273967,33.035248
1427391,45.0,2.8722203,16.67622
1413278,18.0,2.997532,19.036024
29988,4.0,3.3308313,26.961576
275948,31.0,2.9689784,18.472017
224804,10.0,2.2631438,8.613264
1366138,12.0,2.7328157,14.3761215
323773,11.0,3.204196,23.635685
1409055,27.0,2.6476786,13.12122
1319517,35.0,2.715118,14.106392
210467,7.0,2.7048063,13.951421
620931,8.0,2.6139429,12.652776
495409,17.0,3.2237935,24.123245
268159,20.0,2.7570438,14.753205
1194295,39.0,2.7666793,14.905727
1316599,10.0,3.0404181,19.913986
519276,25.0,3.0232916,19.558851
471791,141.0,2.749279,14.631358
168120,22.0,3.1125476,21.478237
1355426,54.0,2.6710668,13.455381
378089,9.0,2.883283,16.872852
153689,116.0,3.1457045,22.23604
243062,10.0,2.663387,13.344793
718600,108.0,3.234765,24.400404
843828,25.0,3.064117,20.415543
937912,5.0,3.1957743,23.429083
1290567,61.0,3.43024,29.884052
148262,20.0,3.1617265,22.611324
258968,4.0,2.6356082,12.951796
1155810,10.0,2.8729062,16.688349
722074,36.0,3.083249,20.829212
360743,25.0,3.1709936,22.83115
1198739,20.0,3.4227512,29.653633
520992,21.0,3.0846171,20.859097
716132,39.0,3.5396233,33.453938
1429802,4.0,2.4717824,10.843538
989283,9.0,2.919346,17.529167
459524,34.0,2.8319297,15.978191
41307,91.0,2.8249288,15.859744
1042294,9.0,2.9753895,18.597254
636860,14.0,2.9647708,18.390259
1456815,55.0,3.1117034,21.459269
1351824,29.0,2.5309951,11.566005
1290346,39.0,3.1082778,21.382463
1440896,20.0,3.1999607,23.531567
812430,49.0,3.5652332,34.3477
26241,14.0,3.199387,23.517498
698757,33.0,2.9288776,17.706623
960203,16.0,3.1468945,22.263706
1161885,19.0,3.352454,27.572763
996204,5.0,2.6276724,12.841516
561166,8.0,2.7160063,14.119817
1208124,8.0,2.467234,10.78979
146215,21.0,2.89882,17.152712
191422,60.0,2.880342,16.820366
355223,18.0,3.124889,21.757366
1411007,18.0,3.1344633,21.976301
1086110,71.0,2.9143324,17.4365
949596,16.0,3.1523547,22.391079
1453296,18.0,2.8806481,16.825823
484475,9.0,2.328154,9.258986
854528,7.0,3.0551095,20.223509
1128928,46.0,2.7442293,14.552623
1348114,10.0,2.9134688,17.420586
1151066,8.0,2.646968,13.111187
772880,56.0,3.0225291,19.543182
403581,3.0,2.4836006,10.984338
751229,24.0,3.1639004,22.66271
132292,22.0,3.3369362,27.132803
1265253,18.0,3.0119298,19.326588
952389,10.0,3.0839186,20.843832
622151,112.0,3.1943898,23.395283
930470,10.0,2.5554628,11.877258
1017632,16.0,3.1993866,23.517487
1012941,16.0,3.1134205,21.497866
1104752,16.0,2.9466436,18.041933
1265245,12.0,3.1595309,22.559542
1371461,13.0,2.7391539,14.4738865
1177152,44.0,3.0559034,20.240366
614315,12.0,2.8550189,16.374765
578349,61.0,3.509377,32.427437
1315938,16.0,2.859231,16.448105
967474,13.0,2.9470377,18.04944
540033,3.0,2.6430364,13.055818
916174,15.0,2.9791622,18.67133
1431973,7.0,2.5694904,12.059168
1152135,14.0,3.1617112,22.610966
1264295,7.0,2.6776676,13.551115
692878,14.0,3.2076428,23.720745
879444,26.0,3.1846428,23.158657
1226522,6.0,3.3205636,26.675943
1210117,24.0,3.249876,24.787142
284875,40.0,2.7316062,14.357535
995792,9.0,2.5554318,11.87686
309014,5.0,2.8194366,15.767401
408511,49.0,3.0000663,19.086868
42450,65.0,2.9700704,18.493292
627524,16.0,2.543329,11.7219515
89146,34.0,3.1270125,21.805746
1123166,4.0,2.3878293,9.88983
755901,14.0,2.7892258,15.26842
741080,15.0,2.6758182,13.524229
656855,41.0,3.3472042,27.423157
1237358,30.0,2.5508082,11.817458
1039494,7.0,3.0664763,20.46613
991688,12.0,3.0997753,21.192965
552322,8.0,2.6684377,13.417427
332534,7.0,3.042714,19.962059
1022491,29.0,3.1973944,23.46869
1162269,8.0,3.1479168,22.287502
599394,30.0,3.1320715,21.921412
88192,33.0,3.0631802,20.39549
1291332,10.0,2.6712835,13.458514
1077489,8.0,3.445707,30.365454
1477975,106.0,3.093319,21.05014
190143,6.0,3.059856,20.324486
636763,7.0,2.879705,16.809017
932515,57.0,3.3578458,27.72724
639357,17.0,2.9909422,18.904428
843529,65.0,3.2053936,23.665205
1051882,26.0,3.1491666,22.316624
993193,27.0,3.196958,23.458017
1205602,20.0,2.8116255,15.636939
764486,8.0,2.9645312,18.385612
765297,30.0,3.1003904,21.20662
195353,12.0,3.0269108,19.633392
1281503,7.0,2.3560672,9.549381
505964,28.0,3.2032013,23.611193
1023222,7.0,3.2082095,23.73476
82416,4.0,2.7708464,14.972147
830993,30.0,2.888249,16.96183
896365,71.0,3.26469,25.171995
306700,22.0,2.8525186,16.331377
1116499,31.0,2.8796716,16.808424
751152,61.0,3.4764476,31.344616
946106,40.0,3.0115042,19.317938
501465,13.0,3.319666,26.651112
386851,5.0,2.6877344,13.698338
682778,14.0,2.6084275,12.577683
571930,11.0,2.7613816,14.821688
102584,35.0,2.9622555,18.341547
1120256,34.0,2.785808,15.212914
37308,31.0,3.0797002,20.75188
808300,26.0,3.3520763,27.561975
1309748,10.0,2.3878293,9.88983
1284208,9.0,2.9482365,18.072289
661316,36.0,2.9229023,17.595179
1423967,5.0,2.775059,15.039573
239887,34.0,3.005739,19.20114
867284,36.0,3.1656263,22.703585
134420,19.0,2.9371164,17.86138
1195990,16.0,2.765224,14.882597
141863,12.0,3.3165476,26.565022
805042,24.0,3.1052458,21.314703
601358,8.0,3.0308006,19.71381
954903,33.0,3.126314,21.78982
1024757,9.0,3.0282345,19.660723
104848,46.0,3.1441011,22.198814
34338,10.0,2.9987152,19.059748
1143594,22.0,2.8780396,16.779385
1300592,21.0,3.4307728,29.900513
1460117,20.0,3.0584455,20.294428
1130470,17.0,2.7929296,15.328788
827793,10.0,2.6672437,13.400224
1028296,12.0,2.428327,10.339895
429652,12.0,3.110938,21.442087
914428,11.0,2.857202,16.412739
986491,11.0,2.8417556,16.145842
395117,10.0,3.245026,24.66238
851320,6.0,3.0489874,20.093973
1320650,51.0,3.5749664,34.693424
666052,10.0,2.4303727,10.363116
1289699,12.0,2.7270641,14.287938
1232094,31.0,2.9783802,18.655952
776406,21.0,3.3074374,26.315039
1031709,26.0,2.894117,17.067543
55297,39.0,2.586472,12.282827
1327391,18.0,2.9734824,18.559916
1338953,16.0,2.425806,10.311343
688635,52.0,3.2534711,24.880016
1000986,18.0,3.1834674,23.130278
1225227,10.0,2.8751817,16.728645
1353478,25.0,2.6728046,13.480524
608060,49.0,3.0443976,19.99738
1266123,8.0,2.8082337,15.580606
218414,9.0,2.555724,11.880621
258426,29.0,2.9283519,17.69679
921285,15.0,3.226516,24.191736
1383250,44.0,2.990571,18.897041
729161,14.0,2.983749,18.761763
568557,6.0,2.890218,16.997232
91816,44.0,2.7827303,15.163092
640743,7.0,2.7628536,14.844995
1283256,20.0,3.0843663,20.853615
499729,17.0,2.990942,18.904423
1378082,19.0,3.0352921,19.807056
414258,21.0,2.634557,12.937137
504590,6.0,2.6727257,13.479382
841879,50.0,3.1067207,21.34764
370795,22.0,2.8338122,16.010183
1281179,109.0,3.2763386,25.478645
491567,60.0,3.214951,23.902073
1464972,13.0,2.9796607,18.681139
843492,50.0,2.8498387,16.284994
612745,28.0,2.9439912,17.991493
921728,12.0,2.5379677,11.653928
1090543,14.0,2.799402,15.434815
1161857,23.0,2.79111,15.299103
713401,12.0,2.9010854,17.193882
200904,26.0,2.3675172,9.670866
821009,36.0,3.0712278,20.568367
219466,17.0,2.91065,17.368734
1431930,159.0,2.9315548,17.756771
345083,20.0,2.7031794,13.927115
968681,60.0,2.8311753,15.965389
1481174,7.0,2.730472,14.340127
592769,11.0,3.230867,24.301582
980524,14.0,3.0074513,19.23576
377142,14.0,2.8993504,17.162344
125725,24.0,2.794742,15.35841
1361838,15.0,2.3488686,9.473713
1247085,14.0,2.502661,11.214954
62946,20.0,2.8668725,16.581945
913951,91.0,3.2256165,24.169085
476437,15.0,3.451367,30.54348
794798,4.0,3.0404546,19.91475
1011639,7.0,2.688714,13.712744
773921,9.0,2.9839687,18.766108
1453895,10.0,3.0530014,20.178816
982311,7.0,2.6929848,13.775713
712193,6.0,2.6388674,12.997341
1314818,10.0,2.324152,9.218012
146249,3.0,2.7374778,14.447972
1453631,32.0,2.9159536,17.466413
728973,104.0,3.306238,26.282295
76918,10.0,2.5972505,12.42677
1160828,6.0,2.8427124,16.162254
758093,36.0,3.2865086,25.749308
1064358,16.0,3.2093668,23.763401
522157,23.0,3.0967534,21.126
853965,28.0,2.983395,18.754772
29931,15.0,2.8055246,15.5357485
815617,40.0,2.7331138,14.380705
1095671,20.0,2.7812426,15.139063
1215697,12.0,3.3361812,27.111568
985942,12.0,3.2525163,24.855316
1131612,16.0,3.1995745,23.522093
259313,79.0,3.3841991,28.494362
550298,13.0,2.801539,15.469974
391175,10.0,3.0484867,20.083414
1058471,16.0,3.3031623,26.198513
1398595,32.0,3.1221783,21.695765
208761,51.0,2.586899,12.288501
360701,7.0,2.5054727,11.249348
990822,7.0,2.9844024,18.774681
13477,10.0,3.1873379,23.223854
940844,15.0,2.9953418,18.992191
46670,7.0,2.8911662,17.014305
433545,71.0,3.4419596,30.248133
706442,14.0,2.9401584,17.918842
387027,26.0,3.3469734,27.416597
1341833,23.0,2.8987613,17.151646
589735,56.0,3.2081747,23.733898
573286,19.0,3.0255444,19.605219
38676,62.0,3.1033025,21.271381
761076,34.0,3.0028143,19.142143
213726,7.0,2.7477398,14.607316
1286157,8.0,2.9958458,19.00227
358090,66.0,2.6288679,12.858072
880813,67.0,3.0702562,20.547422
1073098,51.0,3.1547024,22.446058
5357,39.0,2.9258733,17.650507
994251,54.0,3.303294,26.202093
619886,20.0,2.946059,18.030806
46571,60.0,3.1065166,21.343079
1269961,52.0,3.316208,26.555658
739751,39.0,2.9616103,18.329073
875779,10.0,2.3548436,9.536481
1467093,26.0,2.9776561,18.641726
844804,8.0,3.0646954,20.427933
428963,11.0,2.7742834,15.027138
538778,35.0,2.755631,14.730964
1093188,51.0,2.893506,17.056505
817262,9.0,2.9489915,18.086697
636054,4.0,2.5019271,11.205994
1241105,16.0,2.9456522,18.023066
1241849,10.0,2.7865157,15.224391
415006,13.0,2.4168572,10.210572
7850,11.0,2.8795023,16.805408
627546,39.0,3.02789,19.653606
984807,29.0,2.8049889,15.526892
874221,55.0,2.567434,12.032341
1042919,38.0,3.2800274,25.5765
62327,54.0,3.0317118,19.732693
767508,25.0,2.7875493,15.241168
643405,11.0,3.3730512,28.167385
517662,10.0,3.0974488,21.141392
1422479,170.0,3.3147516,26.515558
528923,10.0,2.6969795,13.834856
1051301,11.0,3.076465,20.68162
517694,8.0,2.930739,17.741474
1003219,25.0,3.3029413,26.192503
513532,8.0,3.4223444,29.641167
1317096,20.0,2.4495075,10.582641
1375534,20.0,3.2257235,24.17178
718001,3.0,2.5555496,11.878376
1021083,26.0,3.324131,26.774853
1230367,32.0,2.9825158,18.73741
1273043,14.0,2.555018,11.871531
823907,12.0,2.9154177,17.45652
58263,12.0,3.0563326,20.249483
657246,16.0,3.173081,22.880947
1064809,69.0,3.2544084,24.904284
355917,14.0,3.297651,26.049028
117948,25.0,2.8814244,16.839666
691883,6.0,2.99977,19.080915
694899,14.0,2.8384628,16.089476
1380186,36.0,2.9539204,18.181004
421330,74.0,2.7611475,14.817984
833234,70.0,2.871868,16.669992
1232216,29.0,2.995583,18.997015
942274,3.0,2.2153025,8.164181
204307,20.0,3.15915,22.550568
76782,509.0,3.516389,32.66265
578392,68.0,2.849438,16.278069
1234730,8.0,2.4650404,10.763958
1456984,58.0,2.9588015,18.274857
424556,35.0,2.9524584,18.15298
583822,7.0,2.2764013,8.74156
684192,10.0,2.9312088,17.750282
854381,34.0,2.8015423,15.470029
973728,16.0,3.3041158,26.224459
261389,16.0,3.0680633,20.500221
167873,156.0,3.4667783,31.033373
1132410,12.0,3.0869598,20.910366
417155,60.0,3.3103442,26.394554
1317050,16.0,3.1639028,22.662766
1136099,12.0,2.6295662,12.867753
479203,9.0,2.976346,18.616009
875421,11.0,2.8611388,16.481424
722549,10.0,2.534052,11.604475
178051,65.0,2.6715949,13.463017
504811,14.0,3.0750177,20.650265
1185465,20.0,3.1320004,21.919783
609455,18.0,2.9548512,18.198864
449502,25.0,2.9483438,18.074335
49330,11.0,2.7981546,15.414328
74049,10.0,3.397603,28.892363
206530,8.0,2.9593062,18.284588
178539,89.0,3.4500504,30.501978
929637,25.0,2.8929884,17.047161
1019077,7.0,2.7388396,14.469025
147039,9.0,2.645055,13.084221
1114735,10.0,3.0793564,20.744404
1288354,24.0,3.4313192,29.917404
446814,20.0,2.8525684,16.332241
1395440,11.0,3.3115323,26.427118
1397247,5.0,2.771832,14.987897
729980,10.0,3.0862346,20.89448
187128,21.0,3.3678713,28.016693
1292045,20.0,3.104175,21.290823
342504,51.0,3.3617442,27.839447
285129,26.0,3.1155071,21.54486
118615,10.0,2.9909003,18.903593
826869,25.0,2.6551971,13.227791
143773,16.0,3.1040907,21.288942
1172279,36.0,2.9714684,18.520563
723129,23.0,3.0467653,20.047153
667347,13.0,3.449136,30.473188
813343,7.0,2.8029518,15.49326
890092,34.0,2.2638068,8.619639
1229183,21.0,2.5937939,12.380439
1000539,12.0,2.84162,16.143515
771463,8.0,2.87435,16.713907
570753,14.0,2.7876925,15.243495
472375,24.0,3.1125681,21.478699
897967,8.0,2.6586394,13.276852
416071,61.0,2.993384,18.953087
405473,18.0,2.3697987,9.695239
770567,14.0,3.0788064,20.732447
421138,20.0,3.4379196,30.122145
1240666,146.0,2.5857322,12.273005
582283,9.0,3.2582502,25.003996
60713,30.0,3.3075285,26.317526
1480980,14.0,2.9560494,18.221884
905018,16.0,2.8828542,16.865192
401440,10.0,2.768044,14.927449
1453718,3.0,2.7772422,15.074629
1175668,34.0,3.3895326,28.652088
665630,20.0,2.8436294,16.177998
832465,16.0,2.8780918,16.780313
263970,56.0,2.9482365,18.072289
476485,16.0,2.4335268,10.399013
708184,3.0,3.0896573,20.969547
131891,19.0,2.4179146,10.222432
984723,17.0,3.006589,19.218317
271751,11.0,2.4456542,10.5380945
1135908,9.0,2.378045,9.783801
10264,32.0,2.982082,18.728848
47106,31.0,3.1893616,23.272926
1310457,20.0,2.854908,16.372839
1028446,12.0,2.5272293,11.518772
944951,20.0,2.8773885,16.76781
905434,36.0,3.1440244,22.197033
838179,3.0,2.4055116,10.0841
540469,20.0,2.7266953,14.2823
1251673,16.0,3.0564795,20.252605
1127013,16.0,2.3604784,9.59602
1031858,19.0,2.7632399,14.851115
1048030,75.0,3.053007,20.178932
723076,26.0,3.1404057,22.113241
910464,21.0,3.2212303,24.058931
1240805,100.0,3.3015764,26.155413
187943,16.0,3.0385246,19.874422
576042,13.0,2.8467793,16.232193
500409,6.0,2.5092673,11.2959175
1010998,25.0,3.3124988,26.453642
36218,8.0,2.5533533,11.850122
284881,21.0,3.3981175,28.907747
812608,35.0,2.9730897,18.552237
1106901,25.0,3.0450304,20.01067
970217,31.0,2.966937,18.432308
1314581,13.0,2.4927795,11.094847
1222663,72.0,3.1552753,22.459496
1344438,7.0,2.7659733,14.894503
558714,16.0,3.1691818,22.788013
524051,10.0,3.0944166,21.074356
1438561,25.0,3.4424844,30.264534
1376929,10.0,3.186855,23.212162
1421431,5.0,2.9821897,18.730974
728243,19.0,3.215561,23.917265
1121214,16.0,2.9295697,17.719574
10656,49.0,2.9482365,18.072289
889718,44.0,2.7254488,14.263264
476471,26.0,2.7537196,14.700924
1259090,29.0,3.0339775,19.77972
499336,11.0,2.2499049,8.486834
104434,15.0,2.8121152,15.645088
1030591,40.0,3.2788453,25.545103
296175,50.0,2.7642303,14.866822
173344,10.0,2.766329,14.900158
956434,11.0,2.7077544,13.9955635
